title,genre1,genre2,start_date,end_date,day,time,num_eps,channel,next_drama,overview,pd1,pd2,pd3,wr1,wr2,wr3,ac1,ac2,ac3,ac4,first_rate,avg_rate,rate_25,prev,prev_25
신입사관 구해령,사극,로맨스,2019-07-17,2019-09-26,"수, 목",오후 8:55,40,mbc,어쩌다 발견한 하루,조선의 첫 문제적 여사(女史) 구해령과 반전 모태솔로 왕자 이림의 '필' 충만 로맨스 실록,강일수,한현희,,김호수,,,신세경,차은우,박기웅,이지훈,,,,,
너의 노래를 들려줘,미스터리,로맨틱 코미디,2019-08-05,2019-09-24,"월, 화",오후 10:00,32,kbs2,,살인사건이 있었던 '그날'의 기억을 전부 잃은 팀파니스트가 수상한 음치남을 만나 잃어버린 진실을 찾아가는 미스터리 로코,이정미,최상열,,김민주,,,연우진,김세정,송재림,박지연,,,,,
웰컴2라이프,법률,로맨스,2019-08-05,2019-09-24,"월, 화",오후 8:55,32,mbc,,"오로지 자신의 이득만 쫓던 악질 변호사가 사고로 평행 세계에 빨려 들어가, 강직한 검사로 개과천선해 펼치는 로맨틱 코미디 수사물",김근홍,심소연,,유희경,,,정지훈,임지연,곽시양,손병호,,,,,
세상에서 제일 예쁜 내 딸,로맨스,신파,2019-03-23,2019-09-22,"토, 일",오후 7:55,108,kbs2,사랑은 뷰티풀 인생은 원더풀,전쟁 같은 하루 속에 애증의 관계가 돼버린 네 모녀의 이야기를 통해 이 시대를 힘겹게 살아내고 있는 모든 엄마와 딸들에게 위로를 전하는 드라마,김종창,,,조정선,,,김혜숙,김소연,홍종현,유선,,,,,
아스달 연대기,판타지,사극,2019-06-01,2019-09-22,"토, 일",오후 9:00,18,tvn,날 녹여주오,태고의 땅 '아스'에서 서로 다른 전설을 써가는 영웅들의 운명적 이야기,김원석,,,김영현,박상연,,장동건,송중기,김지원,김옥빈,,,,,
악마가 너의 이름을 부를 때,판타지,,2019-07-31,2019-09-19,"수, 목",오후 9:30,16,tvn,청일전자 미쓰리,악마에게 영혼을 판 스타 작곡가 하립이 계약 만료를 앞두고 인생을 걸고 일생일대 게임을 펼치는 영혼 담보 코믹 판타지,민진기,,,노혜영,고내리,,정경호,박성웅,이설,이엘,,,,,
힙합왕 - 나스나길,음악,청춘,2019-08-09,2019-09-13,금,오후 11:10,6,sbs,,힙합 문화 현상과 세계를 담아낼 정통 힙합 음악 성장드라마,이준형,,,권수민,,,이호원,나은,신원호,한현민,,,,,
생일편지,시대극,전쟁,2019-09-11,2019-09-12,"수, 목",오후 10:00,2,kbs2,,"잊지 못할 첫사랑에게서 생일편지를 받은 후, 1945년 히로시마의 기억 속으로 들어간 한 노인의 이야기를 그린 드라마",김정규,,,배수영,,,전무송,전소민,김경남,정영숙,,,,,
열여덟의 순간,청소년 드라마,,2019-07-22,2019-09-10,"월, 화",오후 9:30,16,jtbc,조선혼담공작소 꽃파당,위태롭고 미숙한 'Pre-청춘'들의 세상을 있는 그대로 들여다보는 감성 청춘 드라마,심나연,,,윤경아,,,옹성우,김향기,신승호,강기영,,,,,
의사요한,휴먼,의학,2019-07-19,2019-09-07,"금, 토",오후 10:00,16,sbs,,통증의학과 의사들의 이야기를 그린 휴먼 메디컬 드라마,조수원,김영환,,김지운,,,지성,이세영,이규형,황희,,,,,
닥터탐정,범죄,수사,2019-07-17,2019-09-05,"수, 목",오후 10:00,16,sbs,시크릿 부티크,산업현장의 사회 부조리를 통쾌하게 해결하는 닥터탐정들의 활약을 담은 신종 메디컬 수사물!,박준우,,,송윤희,,,박진희,봉태규,이기우,박지영,,,,,
미스터 기간제,추리,범죄,2019-07-17,2019-09-05,"수, 목",오후 11:00,16,ocn,달리는 조사관,"상위 0.1% 명문고에서 벌어진 의문의 살인 사건, 진실을 밝히려는 속물 변호사의 잠입 작전이 시작된다.",성용일,박지현,,장홍철,,,윤균상,금새록,이준영,최유화,,,,,
저스티스,정치,스릴러,2019-07-17,2019-09-05,"수, 목",오후 10:00,32,kbs2,동백꽃 필 무렵,복수를 위해 악마와 거래한 타락한 변호사 이태경과 가족을 위해 스스로 악이 된 남자 송우용이 여배우 연쇄실종 사건의 한가운데서 부딪히며 대한민국 VVIP들의 숨겨진 뒷모습을 파헤치는 소셜스릴러,조웅,황승기,,정찬미,,,최진혁,손현주,나나,박성훈,,,,,
호텔 델루나,판타지,로맨스,2019-07-13,2019-09-01,"토, 일",오후 9:10,16,tvn,,엘리트 호텔리어가 운명적인 사건으로 호텔 델루나의 지배인을 맡게 되면서 달처럼 고고하고 아름답지만 괴팍한 사장과 함께 델루나를 운영하며 생기는 특별한 이야기,오충환,김정현,,홍정은,홍미란,,이지은,여진구,조현철,박유나,,,,,
WATCHER (왓쳐),스릴러,,2019-07-06,2019-08-25,"토, 일",오후 10:20,16,ocn,타인은 지옥이다,비극적인 사건으로 인해 인생이 무너진 세 남녀가 경찰 내부 비리조사팀이 되어 권력의 실체를 파헤치는 심리스릴러 드라마,안길호,,,한상운,,,한석규,서강준,김현주,허성태,,,,,
평일 오후 세시의 연인,,,2019-07-05,2019-08-24,"금, 토",오후 11:00,16,채널a,,금기된 사랑으로 인해 혹독한 홍역을 겪는 어른들의 성장드라마,김정민,,,유소정,,,박하선,예지원,이상엽,조동혁,,,,,
"60일, 지정생존자",범죄,서스펜스,2019-07-01,2019-08-20,"월, 화",오후 9:30,16,tvn,위대한 쇼,갑작스러운 국회의사당 폭탄 테러로 대통령을 잃은 대한민국에서 환경부 장관 박무진이 60일간의 대통령 권한대행으로 지정되면서 테러의 배후를 찾아내고 가족과 나라를 지키며 성장하는 이야기,유종선,,,김태희,,,지진희,이준혁,허준호,강한나,,,,,
조선생존기,판타지,사극,2019-06-08,2019-08-17,"토, 일",오후 10:50,16,tv조선,,가난하지만 단 한 가지 반드시 지켜야 할 것이 있는 2019년의 청춘 ‘한정록’과 사람대접 못 받는 천출이자 애초에 가진 게 없어 잃을 것도 없는 1562년의 청춘 ‘임꺽정’이 만나 펼치는 유쾌한 활극,장용우,,,박민우,,,서지석,경수진,송원석,박세완,,,,,
레벨업,,,2019-07-10,2019-08-15,"수, 목",오후 11:00,12,드라맥스,우아한 가,회생율 100%의 구조조정 전문가와 게임 덕후가 부도난 게임 회사를 살릴 신작 출시를 위해 고군분투하는 로맨틱 코미디 드라마,김상우,,,김동규,,,성훈,한보름,차선우,강별,,,,,
17세의 조건,청춘,로맨스,2019-08-05,2019-08-06,"월, 화",오후 10:00,2,sbs,,애도 어른도 아닌 나이 17세. 그들의 아픔과 성장을 그린 드라마,조영민,,,류보리,,,윤찬영,시은,서정연,이항나,,,,,
검법남녀 시즌2,범죄,의학,2019-06-03,2019-07-29,"월, 화",오후 8:55,32,mbc,웰컴2라이프,"범죄는 진화했고, 공조는 진보했다. 까칠법의학자, 열혈신참검사, 베테랑검사의 돌아온 리얼공조! '검법남녀 시즌2'",노도철,한진선,,민지은,조원기,,정재영,정유미,오만석,노민우,,,,,
검색어를 입력하세요 WWW,오피스,,2019-06-05,2019-07-25,"수, 목",오후 9:30,16,tvn,악마가 너의 이름을 부를 때,"트렌드를 이끄는 포털사이트, 그 안에서 당당하게 일하는 여자들과 그녀들의 마음을 흔드는 남자들의 리얼 로맨스",정지현,권영일,,권도은,,,임수정,이다희,전혜진,장기용,,,,,
퍼퓸,판타지,로맨스,2019-06-03,2019-07-23,"월, 화",오후 10:00,32,kbs2,너의 노래를 들려줘,"인생을 통째로 바쳐 가족을 위해 헌신했지만, 한 가정을 파괴하고 절망에 빠진 중년 여자와 사랑에 도전해볼 용기가 없어서 우물쭈물하다가 스텝이 꼬여버린 남자의 이야기를 담은 드라마",김상휘,유관모,,최현옥,,,신성록,고원희,하재숙,차예련,,,,,
바람이 분다,멜로,,2019-05-27,2019-07-16,"월, 화",오후 9:30,16,jtbc,,이별 후에 다시 사랑에 빠진 두 남녀가 어제의 기억과 내일의 사랑을 지켜내는 로맨스,정정화,김보경,,황주하,,,감우성,김하늘,김성철,김가은,,,,,
녹두꽃,사극,,2019-04-26,2019-07-13,"금, 토",오후 10:00,48,sbs,의사요한,1894년 동학농민혁명의 소용돌이 속에서 농민군과 토벌대로 갈라져 싸워야 했던 이복형제의 파란만장한 휴먼스토리를 그린 드라마,신경수,김승호,,정현민,,,조정석,윤시윤,한예리,최무성,,,,,
보좌관 - 세상을 움직이는 사람들,정치,피카레스크,2019-06-14,2019-07-13,"금, 토",오후 11:00,10,jtbc,멜로가 체질,스포트라이트 뒤에서 세상을 움직이는 리얼 정치 플레이어들의 위험한 도박. 권력의 정점을 향한 슈퍼 보좌관 장태준의 치열한 생존기,곽정환,,,이대일,,,이정재,신민아,이엘리야,김동준,,,,,
